#iata,airport,city,state,country
CLM,William R Fairchild Intl,Port Angeles,WA,USA
CLP,Clarks Point,Clarks Point,AK,USA
CLS,Chehalis-Centralia,Chehalis,WA,USA
CLT,Charlotte/Douglas International,Charlotte,NC,USA
CLW,Clearwater Air Park,Clearwater,FL,USA
CMA,Camarillo,Camarillo,CA,USA
CMH,Port Columbus Intl,Columbus,OH,USA
CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA
CMX,Houghton County Memorial,Hancock,MI,USA
CMY,Sparta/Fort McCoy,Sparta,WI,USA
CNC,Chariton Municipal,Chariton,IA,USA
CNH,Claremont Municipal,Claremont,NH,USA
CNK,Blosser Municipal,Concordia,KS,USA
CNM,Cavern City Air Terminal,Carlsbad,NM,USA
CNO,Chino,Chino,CA,USA
CNP,Billy G Ray,Chappell,NE,USA
CNU,Chanute Martin Johnson,Chanute,KS,USA
CNW,TSTC-Waco,Waco,TX,USA
CNY,Canyonlands,Moab,UT,USA
COD,Yellowstone Regional,Cody,WY,USA
COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,USA
COI,Merritt Island,Merritt Island,FL,USA
COM,Coleman Municipal,Coleman,TX,USA
CON,Concord Municipal,Concord,NH,USA
COQ,Cloquet-Carlton County,Cloquet,MN,USA
COS,City of Colorado Springs Muni,Colorado Springs,CO,USA
COT,Cotulla-Lasalle County,Cotulla,TX,USA
COU,Columbia Regional,Columbia,MO,USA
CPC,Columbus County Municipal,Whiteville,NC,USA
CPK,Chesapeake Municipal,Norfolk,VA,USA
CPM,Compton/Woodley,Compton,CA,USA
CPR,Natrona County Intl,Casper,WY,USA
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,USA
CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,USA
CQA,Lakefield,Celina,OH,USA
CQB,Chandler Municipal,Chandler,OK,USA
CQX,Chatham Municipal,Chatham,MA,USA
CRC,Circle City,Circle,AK,USA
CRE,Grand Strand,North Myrtle Beach,SC,USA
CRG,Craig Municipal,Jacksonville,FL,USA
CRO,Corcoran,Corcoran,CA,USA
CRP,Corpus Christi International,Corpus Christi,TX,USA
CRQ,McClellan-Palomar,Carlsbad,CA,USA
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,USA
CRT,Crossett Municipal,Crossett,AR,USA
CRW,Yeager,Charleston,WV,USA
CRX,Roscoe Turner,Corinth,MS,USA
CSB,Cambridge Municipal,Cambridge,NE,USA
CSG,Columbus Metropolitan,Columbus,GA,USA
CSM,Clinton-Sherman,Clinton,OK,USA
CSQ,Creston Municipal,Creston,IA,USA
CSV,Crossville Memorial,Crossville,TN,USA
CTB,Cut Bank Muni,Cut Bank,MT,USA
CTJ,West Georgia Regional,Carrollton,GA,USA
CTK,Ingersoll,Canton,IL,USA
CTY,Cross City,Cross City,FL,USA
CTZ,Sampson County,Clinton,NC,USA
CUB,Columbia Owens Downtown,Columbia,SC,USA
CUH,Cushing Municipal,Cushing,OK,USA
CUL,Carmi Municipal,Carmi,IL,USA
CUT,Custer County,Custer,SD,USA
CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA
CVK,Sharp County Regional,Ash Flat,AR,USA
CVN,Clovis Municipal,Clovis,NM,USA
CVO,Corvallis Muni,Corvallis,OR,USA
CVX,Charlevoix Municipal,Charlevoix,MI,USA
CWA,Central Wisconsin,Mosinee,WI,USA
CWF,Chennault International,Lake Charles,LA,USA
CWI,Clinton Municipal,Clinton,IA,USA
CWV,Claxton-Evans County,Claxton,GA,USA
CXC,Chitina,Chitina,AK,USA
CXE,Chase City Municipal,Chase City,VA,USA
CXF,Coldfoot,Coldfoot,AK,USA
CXL,Calexico International,Calexico,CA,USA
CXO,Montgomery County,Conroe,TX,USA
CXP,Carson,Carson City,NV,USA
CXU,Camilla-Mitchell County,Camilla,GA,USA
CXY,Capital City,Harrisburg,PA,USA
CYO,Pickaway County Memorial,Circleville,OH,USA
CYS,Cheyenne,Cheyenne,WY,USA
CYW,Clay Center Municipal,Clay Center,KS,USA
CZD,Cozad Municipal,Cozad,NE,USA
CZG,Tri-Cities,Endicott,NY,USA
CZL,Tom B David,Calhoun,GA,USA
CZN,Chisana,Chisana,AK,USA
CZT,Dimmit County,Carrizo Springs,TX,USA
D04,Bowman Municipal,Bowman,ND,USA
D05,Garrison Municipal,Garrison,ND,USA
D07,Faith Municipal,Faith,SD,USA
D09,Bottineau Municipal,Bottineau,ND,USA
D19,Quentin Aanenson,Luverne,MN,USA
D22,Angola,Angola,NY,USA
D25,Manitowish Waters,Manitowish Waters,WI,USA
D38,Canandaiga,Canandaiga,NY,USA
D42,Springfield Municipal,Springfield,MN,USA
D50,Crosby Municipal,Crosby,ND,USA
D55,Robertson,Langdon,ND,USA
D57,Glen Ullin Municipal,Glen Ullin,ND,USA
D60,Tioga Municipal,Tioga,ND,USA
D73,Monroe-Walton County,Monroe,GA,USA
D77,Lancaster,Lancaster,NY,USA
D87,Harbor Springs,Harbor Springs,MI,USA
D95,Dupont-Lapeer,Lapeer,MI,USA
D98,Romeo,Romeo,MI,USA
DAB,Daytona Beach International,Daytona Beach,FL,USA
DAG,Barstow-Daggett,Daggett,CA,USA
DAL,Dallas Love,Dallas,TX,USA
DAN,Danville Regional,Danville,VA,USA
DAW,Skyhaven,Rochester,NH,USA
DAY,James M Cox Dayton Intl,Dayton,OH,USA
DBN,W. H. \Bud\ Barron,Dublin,GA,USA
DBQ,Dubuque Municipal,Dubuque,IA,USA
DCA,Ronald Reagan Washington National,Arlington,VA,USA
DCK,Dahl Creek,Dahl Creek,AK,USA
DCU,Pryor  Regional,Decatur,AL,USA
DCY,Daviess County,Washington,IN,USA
DDC,Dodge City Regional,Dodge City,KS,USA
DDH,William H. Morse State,Bennington,VT,USA
DEC,Decatur,Decatur,IL,USA
DED,Deland Municipal-Taylor,Deland,FL,USA
DEE,Deering,Deering,AK,USA
DEH,Decorah Municipal,Decorah,IA,USA
DEN,Denver Intl,Denver,CO,USA
DEQ,J Lynn Helms Sevier County,De Queen,AR,USA
DET,Detroit City,Detroit,MI,USA
DEW,Deer Park,Deer Park,WA,USA
DFI,Defiance Memorial,Defiance,OH,USA
DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA
DGW,Converse County,Douglas,WY,USA
DHN,Dothan,Dothan,AL,USA
DHT,Dalhart Municipal,Dalhart,TX,USA
DIK,Dickinson Municipal,Dickinson,ND,USA
DKB,Dekalb-Taylor Municipal,Dekalb,IL,USA
DKK,Dunkirk Municipal,Dunkirk,NY,USA
DKX,Knoxville Downtown Island,Knoxville,TN,USA
DLG,Dillingham,Dillingham,AK,USA
DLH,Duluth International,Duluth,MN,USA
DLL,Baraboo - Wisconsin Dells,Baraboo,WI,USA
DLN,Dillon,Dillon,MT,USA
DLO,Delano Municipal,Delano,CA,USA
DLS,Columbia Gorge Regional,The Dalles,OR,USA
DLZ,Delaware Municipal,Delaware,OH,USA
DM2,Diomede Heliport,Diomede,AK,USA
DMN,Deming Municipal,Deming,NM,USA
DMO,Sedalia Memorial,Sedalia,MO,USA
DMW,Carroll County,Westminster,MD,USA
DNL,Daniel,Augusta,GA,USA
DNN,Dalton Municipal,Dalton,GA,USA
DNS,Denison Municipal,Denison,IA,USA
DNV,Vermilion County,Danville,IL,USA
DOV,Dover Air Force Base,Dover,DE,USA
DPA,Du Page,Chicago/West Chicago,IL,USA
DPL,P B Raiford,Kenansville,NC,USA
DQH,Douglas Municipal,Douglas,GA,USA
DRI,Beauregard Parish,De Ridder,LA,USA
DRO,Durango-La Plata County,Durango,CO,USA
DRT,Del Rio International,Del Rio,TX,USA
DSM,Des Moines International,Des Moines,IA,USA
DSV,Dansville Muni,Dansville,NY,USA
DTA,Delta Municipal,Delta,UT,USA
DTL,Detroit Lakes -Wething,Detroit Lakes,MN,USA
DTN,Shreveport Downtown,Shreveport,LA,USA
DTO,Denton Municipal,Denton,TX,USA
DTS,Destin-Ft. Walton Beach,Destin,FL,USA
DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA
DUA,Eaker,Durant,OK,USA
DUC,Halliburton,Duncan,OK,USA
DUG,Bisbee Douglas International,Douglas Bisbee,AZ,USA
DUJ,Du Bois-Jefferson Cty,Du Bois,PA,USA
DUT,Unalaska,Unalaska,AK,USA
DUX,Moore County,Dumas,TX,USA
DUY,Kongiganak,Kongiganak,AK,USA
DVK,Stuart Powell,Danville,KY,USA
DVL,Devils Lake Municipal-Knoke,Devils Lake,ND,USA
DVN,Davenport Municipal,Davenport,IA,USA
DVO,Gnoss,Novato,CA,USA
DVT,Phoenix-Deer Valley,Phoenix,AZ,USA
DWH,David Wayne Hooks Memorial,Houston,TX,USA
DWU,Ashland-Boyd County,Ashland,KY,USA
DXE,Dexter Municipal,Dexter,MO,USA
DXR,Danbury Municipal,Danbury,CT,USA
DXX,Madison-Lac Qui Parle County,Madison,MN,USA
DYB,Summerville,Summerville,SC,USA
DYL,Doylestown,Doylestown,PA,USA
DYR,Dyersburg Municipal,Dyersburg,TN,USA
DYT,Sky Harbor,Duluth,MN,USA
E01,Monahans-Roy Hurd Memorial,Monahans,TX,USA
E04,Eunice,Eunice,NM,USA
E05,Hatch Muni,Hatch,NM,USA
E06,Lea County-Zip Franklin Memorial,Lovington,NM,USA
E07,Lea County/Tatum,Tatum,NM,USA
E11,Andrews County,Andrews,TX,USA
E15,Graham Municipal,Graham,TX,USA
E19,Gruver Municipal,Gruver,TX,USA
E24,Whiteriver,Whiteriver,AZ,USA
E25,Wickenburg Municipal,Wickenburg,AZ,USA
E26,Lea County,Jal,NM,USA
E35,Fabens,Fabens,TX,USA
E38,Alpine-Casparis Municipal,Alpine,TX,USA
E42,Spearman Municipal,Spearman,TX,USA
E51,Bagdad,Bagdad,AZ,USA
E52,Oldham County,Vega,TX,USA
E60,Eloy Municipal,Eloy,AZ,USA
E63,Gila Bend Municipal,Gila Bend,AZ,USA
E80,Alexander Municipal,Belen,NM,USA
E89,Conchas State Park,Conchas Dam,NM,USA
E91,Chinle Municipal,Chinle,AZ,USA
E94,Glenwood-Catron County,Glenwood,NM,USA
E95,Benson Municipal,Benson,AZ,USA
EAA,Eagle,Eagle,AK,USA
EAN,Phifer Airfield,Wheatland,WY,USA
EAR,Kearney Municipal,Kearney,NE,USA
EAT,Pangborn Memorial,Wenatchee,WA,USA
EAU,Chippewa Valley Regional,Eau Claire,WI,USA
EBS,Webster City Municipal,Webster City,IA,USA
ECG,Elizabeth City CG Air Station/Municipal,Elizabeth City,NC,USA
ECS,Mondell,Newcastle,WY,USA
EDE,Edenton Municipal,Edenton,NC,USA
EDN,Enterprise Municipal,Enterprise,AL,USA
EED,Needles,Needles,CA,USA
EEK,Eek,Eek,AK,USA
EEN,Dillant-Hopkins,Keene,NH,USA
EEO,Meeker,Meeker,CO,USA
EET,Shelby County,Alabaster,AL,USA
EFC,Belle Fourche Municipal,Belle Fourche,SD,USA
EFD,Ellington,Houston,TX,USA
EFK,Newport State,Newport,VT,USA
EFT,Monroe Municipal,Monroe,WI,USA
EFW,Jefferson Municipal,Jefferson,IA,USA
EGE,Eagle County Regional,Eagle,CO,USA
EGQ,Emmetsburg Municipal,Emmetsburg,IA,USA
EGT,Wellington Municipal,Wellington,KS,USA
EGV,Eagle River Union,Eagle River,WI,USA
EHA,Elkhart-Morton County,Elkhart,KS,USA
EHO,Shelby Municipal,Shelby,NC,USA
EHR,Henderson City-County,Henderson,KY,USA
EII,Egegik,Egegik,AK,USA
EIW,County Memorial,New Madrid,MO,USA
EKA,Murray,Eureka,CA,USA
EKM,Elkhart Municipal,Elkhart,IN,USA
EKN,Elkins-Randolph Co-Jennings Randolph,Elkins,WV,USA
EKO,Elko Regional,Elko,NV,USA
EKQ,Wayne County,Monticello,KY,USA
EKX,Elizabethtown,Elizabethtown,KY,USA
EKY,Bessemer Municipal,Bessemer,AL,USA
ELA,Eagle Lake Municipal,Eagle Lake,TX,USA
ELD,South Arkansas Regional At Goodwin,El Dorado,AR,USA
ELI,Elim,Elim,AK,USA
ELK,Elk City Municipal,Elk City,OK,USA
ELM,Elmira/Corning Regional,Elmira,NY,USA
ELN,Bowers,Ellensburg,WA,USA
ELO,Ely Municipal,Ely,MN,USA
ELP,El Paso International,El Paso,TX,USA
ELV,Elfin Cove SPB,Elfin Cove,AK,USA
ELY,Ely Arpt (Yelland ),Ely,NV,USA
ELZ,Wellsville Muni Tarantine,Wellsville,NY,USA
EMM,Kemmerer Municipal,Kemmerer,WY,USA
EMP,Emporia Municipal,Emporia,KS,USA
EMT,El Monte,El Monte,CA,USA
EMV,Emporia-Greensville Regional,Emporia,VA,USA
ENA,Kenai Municipal,Kenai,AK,USA
ENL,Centralia Municipal,Centralia,IL,USA
ENM,Emmonak,Emmonak,AK,USA
ENN,Nenana Municipal,Nenana,AK,USA
ENV,Wendover,Wendover,UT,USA
ENW,Kenosha Regional,Kenosha,WI,USA
EOK,Keokuk Municipal,Keokuk,IA,USA
EOS,Neosho Memorial,Neosho,MO,USA
EPH,Ephrata Muni,Ephrata,WA,USA
EPM,Eastport Municipal,Eastport,ME,USA
EQA,Captain Jack Thomas,El Dorado,KS,USA
EQY,Monroe,Monroe,NC,USA
ERI,Erie Intl,Erie,PA,USA
ERV,Kerrville Muni/Louis Schreiner,Kerrville,TX,USA
ERY,Luce County Hale,Newberry,MI,USA
ESC,Delta County,Escanaba,MI,USA
ESF,Esler Regional,Alexandria,LA,USA
ESN,Easton /Newnam,Easton,MD,USA
EST,Estherville Municipal,Estherville,IA,USA
ETB,West Bend Municipal,West Bend,WI,USA
ETC,Edgecombe County,Tarboro,NC,USA
ETH,Wheaton Municipal,Wheaton,MN,USA
ETN,Eastland Municipal,Eastland,TX,USA
EUF,Weedon,Eufaula,AL,USA
EUG,Mahlon Sweet,Eugene,OR,USA
EUL,Caldwell Industrial,Caldwell (Boise),ID,USA
EVB,New Smyrna Beach Municipal,New Smyrna Beach,FL,USA
EVM,Eveleth-Virginia Muni,Eveleth,MN,USA
EVU,Maryville Memorial,Maryville,MO,USA
EVV,Evansville Regional,Evansville,IN,USA
EVW,Evanston-Uinta County Burns,Evanston,WY,USA
EVY,Summit Airpark,Middletown,DE,USA
EWB,New Bedford Municipal,New Bedford,MA,USA
EWK,Newton-City-County,Newton,KS,USA
EWN,Craven County Regional,New Bern,NC,USA
EWR,Newark Intl,Newark,NJ,USA
EWU,Newtok,Newtok,AK,USA
EXI,Excursion Inlet SPB,Excursion Inlet,AK,USA
EXX,Davidson County,Lexington,NC,USA
EYE,Eagle Creek Airpark,Indianapolis,IN,USA
EYW,Key West International,Key West,FL,USA
EZI,Kewanee Municipal,Kewanee,IL,USA
EZM,Eastman-Dodge County,Eastman,GA,USA
EZZ,Cameron Memorial,Cameron,MO,USA
F00,Jones,Bonham,TX,USA
F01,Quanah Municipal,Quanah,TX,USA
F05,Vernon - Wilbarger County,Vernon,TX,USA
F06,Marian Airpark,Wellington,TX,USA
F08,Eufaula Municipal,Eufaula,OK,USA
F10,Henryetta Municipal,Henryetta,OK,USA
F12,Rusk County,Henderson,TX,USA
F17,Center Municipal,Center,TX,USA
F18,Cleburne Municipal,Cleburne,TX,USA
F21,Memphis Municipal,Memphis,TX,USA
F22,Perry Municipal,Perry,OK,USA
F24,Minden-Webster,Minden,LA,USA
F28,El Reno Municipal,El Reno,OK,USA
F29,Clarence E. Page Municipal,Oklahoma City,OK,USA
F30,Sulphur Municipal,Sulphur,OK,USA
F31,Lake Texoma State Park,Kingston,OK,USA
F32,Healdton Municipal,Healdton,OK,USA
F36,Cordell Municipal,Cordell,OK,USA
F37,Wauchula Municipal,Wauchula,FL,USA
F39,Grayson County,Sherman/Denison,TX,USA
F41,Ennis Municipal,Ennis,TX,USA
F44,Athens Jones Municipal,Athens,TX,USA
F45,North Palm Beach County General Aviation,West Palm Beach,FL,USA
F46,Rockwall Municipal,Rockwall,TX,USA
F49,Slaton Municipal,Slaton,TX,USA
F51,Winnsboro Municipal,Winnsboro,TX,USA
F53,Franklin County,Mount Vernon,TX,USA
F55,Granbury Municipal,Granbury,TX,USA
F56,Arledge,Stamford,TX,USA
F70,French Valley,Murieta/Temecula,CA,USA
F80,Atoka Municipal,Atoka,OK,USA
F81,Okemah Flying,Okemah,OK,USA
F84,Stigler Municipal,Stigler,OK,USA
F85,Morton-Cochran County,Morton,TX,USA
F87,Farmerville,Farmerville,LA,USA
F88,Jonesboro,Jonesboro,LA,USA
F89,Winnsboro Municipal,Winnsboro,LA,USA
F91,Thomas P Stafford,Weatherford,OK,USA
F99,Holdenville Municipal,Holdenville,OK,USA
FAI,Fairbanks International,Fairbanks,AK,USA
FAM,Farmington Regional,Farmington,MO,USA
FAQ,Fitiuta,Fitiuta Village,AS,USA
FAR,Hector International,Fargo,ND,USA
FAT,Fresno Yosemite International,Fresno,CA,USA
FAY,Fayetteville Municipal,Fayetteville,NC,USA
FBL,Faribault Municipal,Faribault,MN,USA
FBR,Fort Bridger,Fort Bridger,WY,USA
FBY,Fairbury Municipal,Fairbury,NE,USA
FCA,Glacier Park Intl,Kalispell,MT,USA
FCH,Fresno-Chandler Downtown,Fresno,CA,USA
FCI,Chesterfield County,Richmond,VA,USA
FCM,Flying Cloud,Minneapolis,MN,USA
FCY,Forrest City Municipal,Forrest City,AR,USA
FDK,Frederick Municipal,Frederick,MD,USA
FDR,Frederick Municipal,Frederick,OK,USA
FDW,Fairfield County,Winnsboro,SC,USA
FDY,Findlay,Findlay,OH,USA
FEP,Albertus,Freeport,IL,USA
FET,Fremont Municipal,Fremont,NE,USA
FFA,First Flight,Kill Devil Hills,NC,USA
FFC,Peachtree City - Falcon,Atlanta,GA,USA
FFL,Fairfield Municipal,Fairfield,IA,USA
FFM,Fergus Falls Muni-Einar Mickelson,Fergus Falls,MN,USA
FFT,Capital City,Frankfort,KY,USA
FFZ,Falcon,Mesa,AZ,USA
FGX,Fleming-Mason,Flemingsburg,KY,USA
FHR,Friday Harbor,Friday Harbor,WA,USA
FHU,Libby AAF-Sierra Vista Municipal,Fort Huachuca-Sierra Vista,AZ,USA
FIG,Clearfield-Lawrence,Clearfield,PA,USA
FIT,Fitchburg Municipal,Fitchburg,MA,USA
FKL,Chess-Lamberton,Franklin,PA,USA
FKN,Franklin Municipal-John Beverly Rose,Franklin,VA,USA
FKR,Frankfort Municipal,Frankfort,IN,USA
FLD,Fond Du Lac County,Fond Du Lac,WI,USA
FLG,Flagstaff Pulliam,Flagstaff,AZ,USA
FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA
FLO,Florence Regional,Florence,SC,USA
FLP,Marion County Regional,Flippin,AR,USA
FLT,Flat,Flat,AK,USA
FLX,Fallon Municipal,Fallon,NV,USA
FME,Tipton,Odenton,MD,USA
FMN,Four Corners Regional,Farmington,NM,USA
FMY,Page,Ft. Myers,FL,USA
FMZ,Fairmont State,Fairmont,NE,USA
FNB,Brenner,Falls City,NE,USA
FNL,Fort Collins-Loveland,Fort Collins/Loveland,CO,USA
FNR,Funter Bay SPB,Funter Bay,AK,USA
FNT,Bishop,Flint,MI,USA
FOA,Flora,Flora,IL,USA
FOD,Fort Dodge Municipal,Fort Dodge,IA,USA
FOE,Forbes,Topeka,KS,USA
FOK,Francis Gabreski,Westhampton Beach,NY,USA
FOT,Rohnerville,Fortuna,CA,USA
FPR,St. Lucie County International,Ft. Pierce,FL,USA
FQD,Rutherford County-Marchman,Rutherfordton,NC,USA
FRG,Republic,Farmingdale,NY,USA
FRH,French Lick Municipal,French Lick,IN,USA
FRM,Fairmont Municipal,Fairmont,MN,USA
FRR,Front Royal-Warren County,Front Royal,VA,USA
FSD,Joe Foss,Sioux Falls,SD,USA
FSE,Fosston Municipal,Fosston,MN,USA
FSK,Fort Scott Municipal,Fort Scott,KS,USA
FSM,Fort Smith Regional,Fort Smith,AR,USA
FSO,Franklin County State,Highgate,VT,USA
FST,Fort Stockton - Pecos County,Fort Stockton,TX,USA
FSU,Fort Sumner Municipal,Fort Sumner,NM,USA
FSW,Fort Madison Municipal,Fort Madison,IA,USA
FTG,Front Range,Denver,CO,USA
FTT,Elton Hensley Memorial,Fulton,MO,USA
FTW,Fort Worth Meacham International,Fort Worth,TX,USA
FTY,Fulton County - Brown,Atlanta,GA,USA
FUL,Fullerton Municipal,Fullerton,CA,USA
FVE,Northern Aroostook Regional,Frenchville,ME,USA
FVX,Farmville Municipal,Farmville,VA,USA
FWA,Fort Wayne International,Fort Wayne,IN,USA
FWC,Fairfield Municipal,Fairfield,IL,USA
FWN,Sussex,Sussex,NJ,USA
FWS,Spinks,Fort Worth,TX,USA
FXE,Fort Lauderdale Executive,Ft. Lauderdale,FL,USA
FXY,Forest City Municipal,Forest City,IA,USA
FYE,Fayette County,Somerville,TN,USA
FYM,Fayetteville Municipal,Fayetteville,TN,USA
FYU,Fort Yukon,Fort Yukon,AK,USA
FYV,Fayetteville Municipal,Fayetteville,AR,USA
FZG,Fitzgerald Municipal,Fitzgerald,GA,USA
FZI,Fostoria Metropolitan,Fostoria,OH,USA
FZY,Oswego Cty,Fulton,NY,USA
GAB,Gabbs,Gabbs,NV,USA
GAD,Gadsden Municipal,Gadsden,AL,USA
GAF,Grafton Municipal,Grafton,ND,USA
GAG,Gage,Gage,OK,USA
GAI,Montgomery Co Airpark,Gaithersburg,MD,USA
GAL,Edward G. Pitka Sr.,Galena,AK,USA
GAM,Gambell,Gambell,AK,USA
GAS,Gallia - Meigs Regional,Gallipolis,OH,USA
GBD,Great Bend Municipal,Great Bend,KS,USA
GBG,Galesburg Municipal,Galesburg,IL,USA
GBH,Galbraith Lake,Galbraith Lake,AK,USA
GBR,Great Barrington,Great Barrington,MA,USA
GCC,Gillette-Campbell County,Gillette,WY,USA
GCK,Garden City Regional,Garden City,KS,USA
GCM,Claremore Regional,Claremore,OK,USA
GCN,Grand Canyon National Park,Grand Canyon,AZ,USA
GCT,Guthrie County Regional,Guthrie Center,IA,USA
GCY,Greeneville Municipal,Greeneville,TN,USA
GDM,Gardner Municipal,Gardner,MA,USA
GDV,Dawson Community,Glendive,MT,USA
GDW,Gladwin,Gladwin,MI,USA
GDY,Grundy Municipal,Grundy,VA,USA
GED,Sussex Cty Arpt,Georgetown,DE,USA
GEG,Spokane Intl,Spokane,WA,USA
GEO,Brown County,Georgetown,OH,USA
GEU,Glendale Municipal,Glendale,AZ,USA
GEY,South Big Horn County,Greybull,WY,USA
GEZ,Shelbyville Municipal,Shelbyville,IN,USA
GFK,Grand Forks International,Grand Forks,ND,USA
GFL,Floyd D. Bennett,Glens Falls,NY,USA
GFZ,Greenfield Municipal,Greenfield,IA,USA
GGE,Georgetown County,Georgetown,SC,USA
GGF,Grant Municipal,Grant,NE,USA
GGG,Gregg County,Longview,TX,USA
GGI,Grinnell Municipal,Grinnell,IA,USA
GGP,Logansport Municipal,Logansport,IN,USA
GGW,Wokal Field/Glasgow Intl,Glasgow,MT,USA
GHM,Centerville Municipal,Centerville,TN,USA
GHW,Glenwood Municipal,Glenwood,MN,USA
GIF,Winter Havens Gilbert,Winter Haven,FL,USA
GJT,Walker,Grand Junction,CO,USA
GKJ,Port Meadville,Meadville,PA,USA
GKN,Gulkana,Gulkana,AK,USA
GKT,Gatlinburg-Pigeon Forge,Sevierville,TN,USA
GKY,Arlington Municipal,Arlington,TX,USA
GLD,Renner Field/Goodland Municipal,Goodland,KS,USA
GLE,Gainesville Municipal,Gainesville,TX,USA
GLH,Mid Delta Regional,Greenville,MS,USA
GLR,Otsego County,Gaylord,MI,USA
GLS,Galveston-Scholes,Galveston,TX,USA
GLW,Glasgow Municipal,Glasgow,KY,USA
GLY,Clinton Memorial,Clinton,MO,USA
GMJ,Grove Municipal,Grove,OK,USA
GMU,Greenville Downtown,Greenville,SC,USA
GNB,Granby-Grand County,Granby,CO,USA
GNF,Grenada Municipal,Grenada,MS,USA
GNG,Gooding Municipal,Gooding,ID,USA
GNT,Grants-Milan Municipal,Grants,NM,USA
GNU,Goodnews,Goodnews,AK,USA
GNV,Gainesville Regional,Gainesville,FL,USA
GOK,Guthrie Municipal,Guthrie,OK,USA
GON,Groton-New London,Groton,CT,USA
GPH,Clay County Regional,Mosby,MO,USA
GPM,Grand Prairie Municipal,Grand Prairie,TX,USA
GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA
GPZ,Grand Rapids-Itasca County,Grand Rapids,MN,USA
GQQ,Galion Municipal,Galion,OH,USA
GRB,Austin Straubel International,Green Bay,WI,USA
GRD,Greenwood County,Greenwood,SC,USA
GRE,Greenville,Greenville,IL,USA
GRI,Central Nebraska Regional,Grand Island,NE,USA
GRK,Robert Gray AAF,Killeen,TX,USA
GRN,Gordon Municipal,Gordon,NE,USA
GRO,Rota International,Rota Island,CQ,USA
GRR,Kent County International,Grand Rapids,MI,USA
GSH,Goshen Municipal,Goshen,IN,USA
GSN,Saipan International,Obyan,CQ,USA
GSO,Piedmont Triad International,Greensboro,NC,USA
GSP,Greenville-Spartanburg,Greer,SC,USA
GST,Gustavus,Gustavus,AK,USA
GTF,Great Falls Intl,Great Falls,MT,USA
GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA
GTU,Georgetown Municipal,Georgetown,TX,USA
GUC,Gunnison County,Gunnison,CO,USA
GUM,Guam International,Agana,GU,USA
GUP,Gallup Municipal,Gallup,NM,USA
GUY,Guymon Municipal,Guymon,OK,USA
GVL,Lee Gilmer Memorial,Gainesville,GA,USA
GVQ,Genesee Cty,Batavia,NY,USA
GVT,Majors,Greenville,TX,USA
GWO,Greenwood-Leflore,Greenwood,MS,USA
GWR,Gwinner-Roger Melroe,Gwinner,ND,USA
GWW,Goldsboro-Wayne Municipal,Goldsboro,NC,USA
GXY,Greeley-Weld County,Greeley,CO,USA
GYH,Donaldson Center,Greenville,SC,USA
GYR,Phoenix Goodyear,Goodyear,AZ,USA
GYY,Gary/Chicago,Gary,IN,USA
GZH,Middleton,Evergreen,AL,USA
GZS,Abernathy,Pulaski,TN,USA
H04,Vinita Municipal,Vinita,OK,USA
H05,Wilburton Municipal,Wilburton,OK,USA
H19,Bowling Green Municipal,Bowling Green,MO,USA
H21,Camdenton Memorial,Camdenton,MO,USA
H30,Hamilton Municipal,Hamilton,NY,USA
H35,Clarksville Municipal,Clarksville,AR,USA
H41,Memorial,Mexico,MO,USA
H45,Seminole Municipal,Seminole,OK,USA
H66,Nowata Municipal,Nowata,OK,USA
H71,Mid-America Industrial,Pryor,OK,USA
H79,Eldon Model Airpark,Eldon,MO,USA
H88,Municipal,Fredericktown,MO,USA
H92,Hominy,Hominy,OK,USA
H96,Benton Municipal,Benton,IL,USA
H97,Pawnee Municipal,Pawnee,OK,USA
HAB,Marion County,Hamilton,AL,USA
HAE,Hannibal Municipal,Hannibal,MO,USA
HAF,Half Moon Bay,Half Moon Bay,CA,USA
HAI,Three Rivers Municipal,Three Rivers,MI,USA
HAO,Hamilton-Fairfield,Hamilton,OH,USA
HAY,Haycock,Haycock,AK,USA
HBC,Mohall Municipal,Mohall,ND,USA
HBG,Bobby L. Chain Municipal,Hattiesburg,MS,USA
HBR,Hobart Municipal,Hobart,OK,USA
HBV,Jim Hogg County,Hebbronville,TX,USA
HBZ,Heber Springs Municipal,Heber Springs,AR,USA
HCD,Hutchinson Municipal,Hutchinson,MN,USA
HCO,Hallock Municipal,Hallock,MN,USA
HDC,Hammond Municipal,Hammond,LA,USA
HDE,Brewster,Holdredge,NE,USA
HDH,Dillingham Airfield,Mokuleia,HI,USA
HDI,Hardwick,Cleveland,TN,USA
HDN,Yampa Valley,Hayden,CO,USA
HDO,Hondo Municipal,Hondo,TX,USA
HEE,Thompson-Robbins,Helena-West Helena,AR,USA
